text,label
"On September 13, 2020, most of the Princess Bride cast will reunite for a Princess Bride Reunion at the Hollywood Bowl in Los Angeles, California. The event is being organized by Cary Elwes, who played Westley, and Robin Wright, who played Inigo Montoya.

The Princess Bride was released on March 25, 1987 and became a cult classic. The film is set in Florin Province, which is based on the Spanish province of Galicia. The story follows Westley (Cary Elwes), a swashbuckling man-about-town who is mistakenly kidnapped by the Dread Pirate Roberts (Mandy Patinkin) and brought to the castle of Inigo Montoya (Robin Wright), an intense Spaniard who is a skilled swordsman. Westley falls in love with Princess Buttercup (Robin Wright), the beautiful daughter of the kingdom's ruler, Fezzik (Joel David Moore). In order to free Westley and defeat Montoya, Buttercup must first win over her heart.",0
"On September 13, 2020, most of the original cast members of the 1987 film The Princess Bride took part in a virtual live dramatic reading of the film script to support Wisconsin Democrats. The returning cast included Cary Elwes, Robin Wright, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Billy Crystal, and Carol Kane, with additional performances by Rob Reiner as the Grandfather, Josh Gad as Fezzik, Eric Idle as the Impressive Clergyman, Whoopi Goldberg as the Ancient Booer and the Mother, and Jason Reitman as the narrator, among others. Norman Lear joined the Q&A session at the end, which was hosted by Patton Oswalt. Cast members promoted the event beforehand using the hashtags ""#PrincessBrideReunion"" and ""#DumpTrumperdinck.""  More than 110,000 viewers donated a dollar or more to Wisconsin Democrats to view the livestream, which raised $4.25 million and received widely positive reviews, with special praise for Patinkin's performance. Origin of event
The idea to recruit Princess Bride cast members for a fundraiser was inspired by a benefit event organized by Wisconsin Democrats that reunited cast members of The West Wing. According to the Hollywood Reporter, Cary Elwes (Westley in the film) approached a friend who knew Ben Wikler, chair of the Democratic Party of Wisconsin to ask if he could help raise money for the battleground state. Wisconsin Democrats and others promoted the virtual script reading with digital ads and social media. Elwes began teasing the event in his Twitter feed in early September 2020, announcing it openly on September 4:#Inconceivable! I’m excited to announce a virtual #PrincessBrideReunion! Chip in any amount at the link & get an invite to this special event on Sun. Sept. 13th with myself, @RealRobinWright, @PatinkinMandy, @robreiner & many more! #DumpTrumperdinck.",1
"Hatanpää  is a district in Tampere, Finland. It is located in the southeastern part of the city, bordering the districts of Keski-Tampere, Orivesi, and Vallila. The population of Hatanpää was 21,288 as of December 31, 2010.

The name Hatanpää is a compound word consisting of ""hata"", meaning fox, and ""pää"", meaning hill. The district takes its name from the hill on which the old Hatanpää Market used to be located. The market was demolished in the early 1960s and replaced by a shopping center.

Hatanpää is home to Tampere University of Technology (TUT), which has a large campus in the district. Other important institutions in Hatanpää include Tampere Hospital, Hatanpää Church, and Hatanpää primary school.",0
"Hatanpää  is a district in Tampere, Finland, located in the southern part of the city center on the shores of Lake Pyhäjärvi. Hatanpää is actually a peninsula that protrudes towards the lake, leaving the waters of Viinikanlahti Bay to the north and Vihilahti Bay to the south. The area is named after Hatanpää Manor, whose land from Härmälä to Sääksjärvi and Nekala was bought for the city in 1913. Administratively, the area has belonged to the city since 1920. In 2014, the population of the area was measured as 2,686 inhabitants. Hatanpää is a well-known district because of its many significant sites, including Hatanpää Manor, Hatanpää Park and Hatanpää Arboretum, primary school and high school, and TAYS' second large hospital area, Hatanpää Hospital, as well as a large number of car dealerships and industry. The busy Hatanpää Highway (Hatanpään valtatie), which branches off from Hämeenkatu, leads directly to the area, sideways to the bus station and Viinikanlahti, and strongly divides it in two. On the east side of the road there are industry and car shops, on the west side and closer to the center there are large office buildings and further south the residential area bordering Hatanpää Park. Several IT companies are located in former houses of Nokia in Hatanpää and in former Sarvis properties. In the vicinity of the office buildings is the Viinikka's wastewater treatment plant, which causes local odor nuisances. However, odor nuisances do not affect residential and park areas.",1
"WMML (1230 AM) is a radio station broadcasting a News/Talk format. Licensed to Jackson, Mississippi, it serves the Jackson metropolitan area. The station is currently owned by Jackson Media LLC.

WMML first went on the air on December 12, 1970, as WQIK-FM, broadcasting a Top 40 format. In 1979, the station changed its call letters to WMGK and switched to a Country music format. In 1985, the station changed its call letters to WQMJ and became an all-news radio station. In 2000, WQMJ became WMML and switched to a News/Talk format.",0
"WMML (1230 AM) is a radio station broadcasting a sports format. Licensed to Glens Falls, New York, United States, the station serves the Glens Falls area.  Established in 1959 as WSET, the station is owned by Pamal Broadcasting, through licensee 6 Johnson Road Licenses, Inc., and features programming from Fox Sports Radio. History
What is now WMML began operations in 1959 as WSET, programming a middle of the road format; for a time, the station studios were located in the Queensbury Hotel in Glens Falls. In 1965, WSET changed its call letters to WBZA; the new call letters arose from the station owner's respect for WBZ in Boston. At the time, the station broadcast at 1410 AM with a ""daytime only"" license from the Federal Communications Commission (FCC).  At sunset each day, the station would leave the air until the next day at 6 a.m. In 1971, the format was changed to Top 40. During the later 1970s, WBZA evolved to more of an adult contemporary format, and it eventually changed frequencies to 1230 in late 1982. WBZA flipped formats in 1986 to nostalgia, calling itself ""Real Music"". The WBZA call letters were transferred 1410 AM (which had returned to the air in 1988 under a new license as WSTL) in 1998; at that time, the station changed its call letters to WMML and took on a sports format.",1
"In October, 1982, three members of an Litton Industries subsidiary were killed when a truck laden with explosives detonated in a San Francisco parking lot. The attack was the deadliest terrorist act in United States history until the September 11th, 2001 attacks.",0
"In October, 1982, three members of an anarchist urban guerrilla group known as Direct Action acted upon ""their wish to end the arms race"" and filled a stolen pick-up truck with  of dynamite and drove from Vancouver to Toronto, Canada planting the bomb outside Litton Industries, a manufacturer of American cruise missile components many feared would increase the risk of nuclear war. Although the militants had phoned to evacuate the building, the bomb was accidentally detonated several minutes before its announced deadline, injuring several bomb squad police officers and civilians in the vicinity. Litton Industries' role
Litton Industries was conceived as a radio-engineering firm in 1934, but was purchased by Charles Bates Thornton, a Pentagon official with ""all the right connections in the government and military"", in 1956. Litton transformed into a military producer, building entire naval ships in their private shipyards and installing their privately produced equipment including communications and navigation systems.",1
"The Denver Guardian was a fake news website that purported to be a news outlet for the city of Denver, Colorado. The website was created in November 2017 by an unknown person or persons, and purports to be a satirical news website.

The Denver Guardian was created as a satirical news website in November 2017. The website purports to be a news outlet for the city of Denver, Colorado, but is actually a fake news website. The website is designed to parody real-world news outlets and hoax stories that have circulated on social media.

The Denver Guardian has published articles that are designed to parody real-world news stories, such as a story about an outbreak of Shigella in the city of Denver. The website also publishes articles that are fabricated hoaxes, such as a story about the president of the United States being arrested in the city of Denver.",0
"The Denver Guardian was a fake news website, known for a popular untrue story about Hillary Clinton posted on the site on November 5, 2016, three days before the 2016 U.S. presidential election, which Clinton lost. The story, entitled ""FBI Agent Suspected In Hillary Email Leaks Found Dead In Apparent Murder-Suicide"", alleged that an FBI agent investigating Clinton had been found dead in a Maryland house fire. 
The story was shared on Facebook (a news source for ""44 percent of U.S. adults"") more than half a million times and earned more than 15.5 million impressions. According to a Denver Post newspaper story on the Denver Guardian and the Clinton article,
While ""The Guardian"" claimed to be Denver's ""oldest"" news source, the site's domain was first registered only a few months before in July 2016;
the story on Clinton appeared to be the only article on the website (it was ""the only story showing up under the ""News"" section and all other sections are turning up errors""); 
while the story quoted a ""Walkerville Police Chief Pat Frederick"", Walkersville, Maryland, does not have a police department; but have Five Resident State Police officers  And the address the site listed for ""The Guardian"" newsroom was actually a parking lot. The site was registered anonymously and built using WordPress, but an investigator employed by National Public Radio found the site was operated by Jestin Coler, the founder, and CEO of Disinfomedia and owner of several other faux news sites.  As of March 27, 2017, the site still existed but had no news or any other content. As of January 28, 2018, the site does not exist anymore. When typing the address into a browser, it redirects to ""jestincoler.com"", a website owned by Coler himself, containing information about himself, his work, his 'achievements', and how to contact him. He openly admits doing morally questionable, but legal things, such as writing and publishing fake news articles for payment.",1
"The Raven's Claw is an all-male senior society founded at Yale University in 1825. The society has an elaborate secret handshake, a tradition of wearing black corduroy pants, and a clubhouse on Old Campus.

Founded at Yale University in 1825, the Raven's Claw is an all-male senior society with an elaborate secret handshake and a tradition of wearing black corduroy pants. The society's clubhouse is located on Old Campus. Members of the Raven's Claw often participate in philanthropy and service projects.",0
"The Raven's Claw is an all-male senior honorary society at Dickinson College. It was founded in 1896, making it the first society unique to Dickinson College and one of the oldest in the country. Membership is limited to seven senior men who are selected by the seven previous members. The new members are chosen based on a variety of factors, which are speculated to include: campus leadership, a solid academic record, and athletic participation. While those are often the factors associated with membership in the Raven's Claw Society, no one knows for certain how or why members are selected. Members practice celibacy for the remainder of their time as students after selection. New members are inducted in a ""Tapping Ceremony"" which is held on the ""Old Stone Steps of Old West."" The ceremony is traditionally conducted during commencement weekend. They are called ""claws"" or ""white hats"", denoting the white caps they wear around campus to signify unity and loyalty on certain days throughout the year. History ",1
"The Helena Confederate Cemetery is located in Helena, Arkansas. It is one of the few Confederate cemeteries in the United States. The original cemetery was founded in 1865, and it was enlarged in 1866 and 1892. The cemetery is maintained by the Helena American Civil War Memorial Association.

The Helena Confederate Cemetery is located in Helena, Arkansas. It is one of the few Confederate cemeteries in the United States. The original cemetery was founded in 1865, and it was enlarged in 1866 and 1892. The cemetery is maintained by the Helena American Civil War Memorial Association.",0
"The Helena Confederate Cemetery is located in the southwest corner of the Maple Hill Cemetery on Holly Street in Helena, Arkansas.  It is a small section of the larger cemetery, under one acre in size, and is marked by two significant memorials: the Confederate Memorial and the memorial to Confederate Army General Patrick Cleburne, whose burial here is the only known place associated with his life.  The Cleburne memorial is a marble shaft  in height, topped by an urn with flames coming from its top.  The Confederate Memorial is a marble depiction of a soldier, mounted on a  granite shaft, surrounded by pyramids of cannonballs and inverted cannons.  The cemetery has more than 100 marked graves, 15 of which are unidentified Confederate dead, and 23 are of those killed in the 1863 Battle of Helena. The cemetery was listed on the National Register of Historic Places in 1996.",1
"Plutopia: Nuclear Families, Atomic Cities, and the Quest for a Perfect Future is a book by Kirkpatrick Sale about the history of ideas about the future, from utopianism to post-apocalyptic fiction.

The book covers a wide range of topics, from nuclear families and atomic cities to the quest for a perfect future. It provides an in-depth look at how different people have imagined the future, and how these ideas have shaped our world today.

Plutopia is an exploration of the many ways that people have imagined the future, from utopianism to post-apocalyptic fiction. It provides an in-depth look at how different people have conceived of the perfect world, and how these concepts have shaped our world today.",0
"Plutopia: Nuclear Families, Atomic Cities, and the Great Soviet and American Plutonium Disasters is a 2013 book by American environmental historian Kate Brown. The book is a comparative history of the cities of Richland, in the northwest United States adjacent to the U.S. Department of Energy Hanford Site plutonium production area, and Ozersk, in Russia's southern Ural mountain region. These two cities were home to the world's first plutonium production sites, and in Plutopia Brown charts the environmental and social impacts of those sites on the residents of and the environment surrounding the two cities. Brown argues that the demands of plutonium production – both the danger of the physical process and the secrecy required in the Cold War context – led both US and Soviet officials to create ""Plutopias,"" ideal communities to placate resident families in exchange for their cooperation and control over their bodies. This entailed creating significant state-run welfare programs along with high levels of consumerism in both places. However, each city witnessed what Brown terms ""slow-motion disasters"" via the slow, and usually controlled, release of high levels of radiation into their surrounding environments. Awards 
Plutopia was awarded the 2014 George Perkins Marsh Prize from the American Society for Environmental History (ASEH) as the best book in environmental history and the 2014 Ellis W. Hawley Prize from the Organization of American Historians (OAH). It was also awarded the 2015 John H. Dunning Prize from the American Historical Association as the best book in American history.",1
"Wolfgang Solz (12 February 1940 – 24 October 2017) was a German conductor.

Wolfgang Solz was born in Würzburg, Germany. He began his musical training as a violinist at the age of six and later studied composition with Heinrich Schenker and conducting with Karl Richter. He made his conducting debut with the Würzburg Symphony Orchestra in 1960.

Solz served as the music director of the Dresden State Opera from 1978 to 1997 and the Bavarian State Opera from 1997 to 2005. He also served as the music director of the Berlin State Opera from 1991 to 2005, and was named honorary conductor of the Bayreuth Festival in 2003.

Solz died on 24 October 2017, aged 80.",0
"Wolfgang Solz (12 February 1940 – 24 March 2017) was a German professional football winger. Eintracht Frankfurt
The youth internationalist moved from Union Niederrad to Eintracht Frankfurt in 1958. The first season he had to spend in the youth team due to transfer regulations. From the 1959–60 campaign on, Solz was an Oberliga team member. On 6 December 1959 he debuted as left winger against SSV Reutlingen. For the European Cup final match in Glasgow against Real Madrid on 18 May 1960 he was benched. Because of his excellent technique he was called ""Brasilianer"", Brazilian. From 1959 until 1963 he appeared in 69 Oberliga matches, netting 17 goals and contributed to the runner-up titles in 1961 and 1962 in the Oberliga Süd. In the 1963 founded Bundesliga he gathered 46 goals in 113 matches.  In the Inter-Cities Fairs Cup, Solz experienced international flair in 1964–65 and 1966–67. His last Bundesliga appearance was a 0–0 draw at Schalke 04 on 25 May 1968.",1
"Rahila Hameed Khan Durrani  is a Pakistani politician who has been a member of the National Assembly of Pakistan since August 2018.

Durrani was born on 1 January 1975 in Karachi, Sindh, Pakistan. She is a graduate of the University of Karachi.

Durrani has worked as a journalist for various publications, including ""The News"", ""Dawn"" and ""The Nation"". 

She has also been involved in politics, having been a member of the Pakistan Peoples Party (PPP) since 2007. From April to July 2018, she served as the provincial president for the PPP in Sindh. 

Durrani was elected to the National Assembly of Pakistan as a candidate of the PPP on August 18, 2018.",0
"Rahila Hameed Khan Durrani  is a Pakistani lawyer and politician. She was elected as the first ever female Speaker of the Provincial Assembly of Balochistan on 24 December 2015.  Ms. Durrani is an exceptional humanitarian, a visionary philanthropist and a legendary voice raiser for women rights in Balochistan. She has served as the first member (from Balochistan) of National Commission on Status of Women (1999) and has worked a lot for the cause of women. She is a journalist, social activist, lawyer, sports woman. She was awarded Tamgha-i-Imtiaz. (TI) by the Government of Pakistan. Early life
Durrani was born in Quetta in 1968. She received her M.A and L.L.B from the University of Balochistan. She was appointed as a member of the Balochistan Assembly on a seat reserved for women as a member of the ruling Pakistan Muslim League (Q) party, and re-appointed in 2008 and 2013. She became Balochistan's Minister for Prosecution in her second term. She is a patron of Chiltan Adventurers Association Balochistan and the Pakistan Canoe and Kayak Federation She is Balochistan's first female athlete medal winner in canoeing sports on National level.",1
"A full-time job is employment in which a person works a set number of hours each week, typically 40 hours. In some countries, full-time employment is the norm, while in others it is less common. 

The term ""full-time job"" can refer to a variety of different types of employment, including traditional jobs where a person works a set number of hours each day, week, or month, as well as part-time jobs where a person works fewer hours each week than 40. In some cases, people may work full time but be paid for fewer hours worked than 40 per week because their employer operates on a shift system. 

There are many reasons why people might work full time instead of part time. Some people want to have more flexibility in their daily schedule, while others may want to have more stability in their work life. Full-time jobs can offer benefits such as health insurance, retirement plans, and paid vacation days.",0
"A full-time job is employment in which a person works a minimum number of hours defined as such by their employer. Overview
Full-time employment often comes with benefits that are not typically offered to part-time, temporary, or flexible workers, such as annual leave, sick leave, and health insurance. Part-time jobs are mistakenly thought by some to not be careers. However, legislation exists to stop employers from discriminating against part-time workers so this should not be a factor when making decisions on career advancement. They generally pay more than part-time jobs per hour, and this is similarly discriminatory if the pay decision is based on part-time status as a primary factor. The Fair Labor Standards Act (FLSA) does not define full-time employment or part-time employment. This is a matter generally to be determined by the employer (US Department of Labor). The definition by the employer can vary and is generally published in a company's Employee Handbook. Companies commonly require from 32 to 40 hours per week to be defined as full-time and therefore eligible for benefits.",1
"Yu Lihua (, 28 November 1929 – 10 January 2002), born in Wuhan, Hubei, was a Chinese composer, who is best known for his symphonic works.

Yu Lihua was born on 28 November 1929 in Wuhan, Hubei Province. He studied composition at the Central Conservatory of Music in Beijing from 1951 to 1954 with Zhaohong Chen and Shen Xiaodao. He then continued his studies at the University of Illinois at Urbana-Champaign (USA) from 1954 to 1956, where he was influenced by John Cage.

Yu Lihua's first symphony, ""The White-Haired Girl"", was premiered in Beijing in 1957. The work was awarded the First Prize at the 5th National Composers' Conference and has been performed by major orchestras around the world. His second symphony, ""The Red Chamber"", was also premiered in Beijing in 1967 and has also been performed by major orchestras around the world.

Yu Lihua's other notable works include the chamber opera ""The Story of Qiu Ju"" (1977), the oratorio ""The Journey of Man"" (1981), and the violin concerto ""Songs of a Thousand Flowers"" (1984). He died on 10 January 2002 in Beijing.",0
"Yu Lihua (, 28 November 1929 – 30 April 2020) was a Chinese writer who authored over thirty works - novels, short stories, newspaper articles and translations in a span of sixty years. She is regarded as ""one of the five most influential Chinese-born women writers in the postwar era and the progenitor of the Chinese students' overseas genre.""  She wrote primarily in Chinese, drawing on her experience as a Chinese émigré in postwar America. She was celebrated in the diaspora for giving voice to what she called the ""rootless generation"" — émigrés who had left for a better life but remained nostalgic for their homeland. She was more than a successful writer, but a bridge, a cultural ambassador between China and the US. In 1975, she was one of the first individuals to be invited back to China after relations between the two countries were re-opened. Her work, which until then had been blacklisted in China, began to focus on life in China. Through sponsorship of scholarly exchange programs, her column in China's People's Daily newspaper, and radio broadcasts on the Voice of America, she educated both the American and Chinese public about life in each other's countries.",1
"Robert Powell (born 1932 in Benoit, Mississippi) is an American composer. He attended the University of Southern Mississippi and then studied under Darius Milhaud at the Paris Conservatory. Powell has written music for films, television, ballet, and opera. He has won several awards, including a Grammy Award and a Emmy Award.",0
"Robert Powell (born 1932 in Benoit, Mississippi) is an American composer, organist, and choir director. Powell earned a Bachelor of Music degree from Louisiana State University with a focus on organ and composition.  He studied with Alec Wyton at Union Theological Seminary in New York, and he was also Wyton's assistant at The Episcopal Cathedral of St. John the Divine.  For three years (1965–1968), he served St. Paul's School (Concord, New Hampshire) as Director of Music.  Later, Powell was Director of Music and Organist of Christ Church (Episcopal) of Greenville, South Carolina from 1968 to 2003.  He has composed in nearly all genres common to church music, including anthems, service music, hymn concertatos, organ music, music for handbell choir, and large-scale oratorios.  Powell's conservative, neo-Romantic style stems from his practical approach to composition.  According to Powell himself, he writes for ""choirs of twenty-five because that's what most choirs are.  When you come right down to it, most choirs are not of cathedral ability or size.   My pieces are all practical things and useful for specific occasions.""  His publications appear in The Hymnal 1982 as well as in the catalogs of most of the significant American publishers of church music.  According to publisher GIA, Powell is ""a composer whose output bridges denominational boundaries and who is able to serve the larger Church. He has made ecumenical sharing a reality–-and always with a genteel touch.""  Powell is an active member of the Association of Anglican Musicians and is a Fellow of the American Guild of Organists.",1
"James Thomas Eaglestone (24 July 1923 – 21 October 1990) was an English football manager and player who played as a midfielder.

Eaglestone played for Southampton, Liverpool, Burnley, Bolton Wanderers and Oldham Athletic in the Football League. He also played for England, making his debut in a 3–1 victory over Northern Ireland on 14 November 1949. He represented his country at the 1950 World Cup, where they reached the semi-finals.

Eaglestone was manager of Bolton Wanderers, Burnley and Blackburn Rovers. He won the Second Division title with Burnley in 1970–71.",0
"James Thomas Eaglestone (24 July 1923 – 14 October 2000) was an English cricketer who played 60 first-class cricket matches, initially for Middlesex in 1947, before moving to Glamorgan for the 1948 and 1949 seasons. Known largely for his skills as a fielder – for he found only moderate success with the bat – Eaglestone enjoys the unusual distinction of having featured in two different County Championship-winning sides in consecutive seasons. Career
Eaglestone was drawn to cricket after leaving school in 1938 when he joined the groundstaff at Lord's Cricket Ground. He played for the Middlesex Second XI that year. A left-handed batsman, Eaglestone enjoyed limited success after a promising debut first-class game for the Marylebone Cricket Club in which he scored 77 in a 128-run partnership with Denis Compton. Having securing selection for Middlesex, he scored zero in his first outing for the county side, and though he made 55 in his next game he would score only seven half-centuries during his career and finish with a batting average of 15.77. 
 
Eaglestone played only seven matches for Middlesex in that solitary season for the club, scoring 151 runs. He decided to move to Glamorgan at the end of that year's County Championship – of which Middlesex were crowned champions. He played for Glamorgan in the 1948 season, and Glamorgan were victorious in that year's County Championship also – their maiden County Championship victory. This meant that Eaglestone had featured in Championship winning teams for two successive summers. His own contributions, however, were relatively modest. He scored 595 runs at 18.59 in the 1948 season and 341 runs at 11.36 in 1949.",1
"Joseph Beagle, also known as singer-songwriter Joey Beagle, is an American singer-songwriter. He has released two studio albums, ""Joey Beagle"" and ""In the Waiting Room"".

Beagle was born and raised in Pittsburgh, Pennsylvania. He self-released his debut album, ""Joey Beagle"", in 2010. The album was well-received by music critics and earned Beagle accolades such as being nominated for a Grammy Award for Best New Artist. His second album, ""In the Waiting Room"", was released in 2015. 

Beagle has toured extensively throughout the United States and Europe, opening for acts such as Bon Iver, The Paper Kites, and John Prine. In 2018, he embarked on a tour with Sara Watkins and Sturgill Simpson.",0
"Joseph Beagle, also known as singer-songwriter Joey Parratt, is an English award-winning songwriter with various TV, radio and live performances to his name. He was founder member of The Flying Brix, No-one, Champion the Underdog, The (original) Beagles, Awful Racket, Cute Baby Monster and My Mate's Band all of which played almost exclusively his own original songs. In 1979, as founder member of The Flying Brix, along with John Ashton, David Bradbury, Mark Hamilton, Gary Taylor and his brother Andy Barratt, he recorded, produced and released ""Black Colours"" a limited edition 7-inch 33 rpm vinyl DIY EP with 9 original songs, distributed by Rough Trade Records and played by John Peel (of BBC, Radio One). One of the songs, ""Uniform (I Don't Wanna Be Different)"", was later featured on a compilation CD commemorating the era, MESSTHETICS No. 104 CD: 'D.I.Y.' and indie postpunk from the South Wales and the Z-Block scene: 1977–1981 (part 1).",1
"USS Project (AM–278) was an  built for the United States Navy during World War II.

USS ""Project"" (AM-278) was the seventh ship of the United States Navy to be named for AM-278, a World War I-era minesweeper.

The ship was laid down on 20 November 1944 at the Fore River Shipbuilding Company in Quincy, Massachusetts; launched on 14 January 1945; and commissioned on 15 March 1945 with Lieutenant Commander Arthur R. Anderson in command.

Following shakedown off the Northeastern United States, ""Project"" departed New York City on 24 April 1945 bound for the Pacific theater of operations. Arriving at Pearl Harbor on 4 May, she commenced minesweeping operations in Hawaiian waters. From there, she sailed to Okinawa, where she arrived on 25 June and began escort duty for ships bringing troops and supplies to that island.

Joining Task Group (TG) 50.3, ""Project"" participated in the Okinawa campaign from 17 July through 1 September 1945. During that time, she made several sweeps of the Hagushi beaches and assisted in the destruction of numerous Japanese installations. On 8 September, she departed Okinawa for San Francisco, where she arrived on 23 September 1945. The minesweeper then operated off the California coast until decommissioned at Mare Island Naval Shipyard on 22 July 1946.

 USS ""Project"" received nine battle stars for her World War II service.",0
"USS Project (AM–278) was an  built for the United States Navy during World War II. She was decommissioned in 1947 after wartime service and transferred to the Philippine Navy in 1948 where she served under the name RPS Samar (M-33). She was stricken from the Philippine Navy in 1960; beyond that, her fate is not reported in secondary sources. Career
Project was laid down 1 July 1943 by Gulf Ship Building Corp., Chickasaw, Alabama; launched 20 November 1943; sponsored by Mrs. Irene D. Jenkins; and commissioned 22 August 1944. Project departed U.S. Naval Repair Station, Algiers, Louisiana, 7 September for Little Creek, Virginia. En route, she drove off  after it had torpedoed   off Wilmington, North Carolina, 12 September. Later operations for the minesweeper ranged from Portland, Maine, where she trained with friendly submarines in October, to Cape Charles, Virginia, where she planted small mines, to Port Royal, Bermuda, to which she escorted Keawah and  in December.",1
"In visual physiology, adaptation is the ability of the eyes to change their response to a changed visual environment. It is a physiological process that underlies the detection and interpretation of images by the brain.

Adaptation is an important process in vision because it enables us to detect objects and scenes that are changing rapidly, such as when we are moving or when something new is happening. Our eyes usually adapt quickly to changes in our environment, but sometimes they can't adapt fast enough or they adapt in the wrong way. This can lead to problems with our vision, like when we can't see in low light or when we get headaches from viewing bright lights.

There are two main types of adaptation: positive and negative. Positive adaptation occurs when the eyes become more sensitive to light, and negative adaptation occurs when the eyes become less sensitive to light.",0
"In visual physiology, adaptation is the ability of the retina of the eye to adjust to various levels of light. Natural night vision, or scotopic vision, is the ability to see under low-light conditions. In humans, rod cells are exclusively responsible for night vision as cone cells are only able to function at higher illumination levels. Night vision is of lower quality than day vision because it is limited in resolution and colors cannot be discerned; only shades of gray are seen.  In order for humans to transition from day to night vision they must undergo a dark adaptation period of up to two hours in which each eye adjusts from a high to a low luminescence ""setting"", increasing sensitivity hugely, by many orders of magnitude.  This adaptation period is different between rod and cone cells and results from the regeneration of photopigments to increase retinal sensitivity. Light adaptation, in contrast, works very quickly, within seconds. Efficiency 
The human eye can function from very dark to very bright levels of light; its sensing capabilities reach across nine orders of magnitude. This means that the brightest and the darkest light signal that the eye can sense are a factor of roughly 1,000,000,000 apart. However, in any given moment of time, the eye can only sense a contrast ratio of 1,000. What enables the wider reach is that the eye adapts its definition of what is black.",1
"Marc Joseph Habscheid (born March 1, 1963) is a Swiss professional ice hockey coach and former player who is currently an assistant coach for the HC Davos of the National League A (NLA). Habscheid played in the National Hockey League (NHL) for 14 seasons with the St. Louis Blues, Calgary Flames, and New York Islanders.

Habscheid was drafted by the Blues in the third round, 74th overall, of the 1982 NHL Entry Draft. He played parts of four seasons with the Blues before being traded to Calgary on March 9, 1986. He spent three seasons with Calgary before being traded to the Islanders on October 5, 1989. Habscheid played six seasons with the Islanders before retiring after the 1993–94 season. He finished his NHL career with 266 points (136 goals and 150 assists) and 857 penalty minutes in 437 games.

Habscheid began his coaching career as an assistant coach with HC Davos of the NLA in 2004. He was promoted to head coach of Davos in 2009 and led them to two NLA championships in his three seasons as head coach. He was named assistant coach of Switzerland's national team in 2011 and served in that role until 2015 when he was named head coach of Switzerland's Olympic team.",0
"Marc Joseph Habscheid (born March 1, 1963) is a Canadian ice hockey coach and former National Hockey League player. Habscheid is the current head coach of the Prince Albert Raiders of the Western Hockey League. He was drafted in the sixth round, 113th Overall in the 1981 NHL Entry Draft by the Edmonton Oilers. He played 345 games in the NHL over parts of 10 seasons, amassing 72 goals and 163 points. Playing career
Born in Wymark, Saskatchewan, Habscheid's parents were both born in Luxembourg before moving to Canada. Habscheid played three seasons with the Western Hockey League's Saskatoon Blades before turning pro. This included the 1981–82 campaign where Habscheid had 151 points, second only to Bruce Eakin in team scoring. He also played in the 1982 World Junior Hockey Championship, leading Canada to its first ever gold medal at the tournament. That season he played 7 games with the Oilers, scoring 4 points. He played 4 more seasons with the Oilers, before he was suspended by the team for refusing to report to the AHL's Nova Scotia Voyageurs and subsequently dealt to Minnesota in December 1985. Habscheid played 7 more NHL seasons with Minnesota, Detroit, and Calgary. He also represented Canada internationally twice, at the 1988 Winter Olympics and the 1992 World Championships. Habscheid went on to play 5 more seasons of hockey (2 in Switzerland, 2 with the IHL's Las Vegas Thunder, and one final season in 1995–96 with the DEL's Augsburger Panther). He retired officially in 1996.",1
"The following events occurred in November 1946:

The Cold War begins as the United States, the Soviet Union, and China sign the Treaty of Tientsin.

The United States explodes an atomic bomb in the New Mexico desert, becoming the first country to use nuclear weapons in warfare.",0
"The following events occurred in November 1946: November 1, 1946 (Friday)
In what the National Basketball Association (NBA) credits as its first game, the New York Knicks defeated the Toronto Huskies 68–66.  The only game scheduled for the opener of what was then called the Basketball Association of America took place in Canada.  Ossie Schectman of the Knicks scored the first points in the first game.  The night before, the first exhibition game of the season for the  National Basketball League (which would merge with the BAA to form the NBA) saw the pro debut of George Mikan, who scored 19 points for the Chicago Gears in a 55-50 loss to the Rochester Royals.
At Kraków, Archbishop Adam Sapieha personally ordained 26-year-old Karol Wojtyla as a Roman Catholic priest.  Father Wojtyla's career would see him rise through the hierarchy of the Church, becoming Pope John Paul II in 1978.
In what has been described as ""the beginning of modern accelerator technology"", a beam of alpha particles was accelerated at the synchrotron in Berkeley, California, to generate an unprecedented 350 MeV of energy.",1
"Brigadier Terence Esmond Maxwell Battersby (29 October 1924 – 3 May 2002) was a British army officer and Conservative politician.

Battersby was born in Liverpool, Lancashire, the son of James Maxwell Battersby, a railway clerk, and his wife, Alice. After attending the local secondary school, he served in the Royal Air Force during World War II. He was commissioned into the Royal Welch Fusiliers in 1943 and fought in Normandy and Belgium. He was appointed an Officer of the Order of the British Empire (OBE) in 1945.

After the war, Battersby attended Hertford College, Oxford, where he read law. He was called to the Bar at Gray's Inn in 1949 and began practising in Liverpool. In 1955, he married Sylvia Margaret Oliver; they had one son and two daughters.

Battersby returned to active service in the British Army in 1957, serving as a captain in the 4th Queen's Own Hussars. He became involved in Conservative politics and was elected as MP for Liverpool Lime Street at the 1959 general election. He held the seat until his retirement at the 1987 general election. He served as Parliamentary Secretary to Defence from 1970 to 1972 and as Secretary of State for Social Services from 1974 to 1976.

Battersby died at his home in Liverpool aged 78.",0
